instance_id,repo_or_image,data_source,n_f2p,n_p2p,p_hat,difficulty_band,subset,has_gold_patch,has_buggy_files,prompt_len_chars,harness_kind,language
opencodeinstruct-b49b156b0efd,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,651,function,en
opencodeinstruct-68f503b33a8a,t15_unittest.sif,t15_unittest_impl,4,0,,unmeasured,extended,True,False,832,function,en
opencodeinstruct-be8c8c67c17e,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,877,function,en
opencodeinstruct-f4b0c061d87b,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,798,function,en
opencodeinstruct-9baf5edc5b47,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,686,function,en
opencodeinstruct-e07768693ab0,t15_unittest.sif,t15_unittest_impl,8,0,,unmeasured,extended,True,False,527,function,en
opencodeinstruct-e07d9139ea0f,t15_unittest.sif,t15_unittest_impl,3,0,,unmeasured,extended,True,False,871,function,en
opencodeinstruct-789e562fa206,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,705,function,en
opencodeinstruct-051da7f0a4ea,t15_unittest.sif,t15_unittest_impl,6,0,,unmeasured,extended,True,False,1123,function,en
opencodeinstruct-3f6290bbceb1,t15_unittest.sif,t15_unittest_impl,6,0,,unmeasured,extended,True,False,1084,function,en
opencodeinstruct-3c541370ca51,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,1188,function,en
opencodeinstruct-56a692cc157f,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,920,function,en
opencodeinstruct-312468b3db5c,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,689,function,en
opencodeinstruct-1e0447fab062,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,659,function,en
opencodeinstruct-abf86d6e9c76,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,730,function,en
opencodeinstruct-92e33d1f8e8d,t15_unittest.sif,t15_unittest_impl,8,0,,unmeasured,extended,True,False,711,function,en
opencodeinstruct-66185295272b,t15_unittest.sif,t15_unittest_impl,3,0,,unmeasured,extended,True,False,718,function,en
opencodeinstruct-86d3595dbff9,t15_unittest.sif,t15_unittest_impl,8,0,,unmeasured,extended,True,False,898,function,en
opencodeinstruct-1dd64420794c,t15_unittest.sif,t15_unittest_impl,3,0,,unmeasured,extended,True,False,1040,function,en
opencodeinstruct-fd61541687b7,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,803,function,en
opencodeinstruct-478118a17177,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,802,function,en
opencodeinstruct-3bd478d1062f,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,815,function,en
opencodeinstruct-4e649c94aa1c,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,578,function,en
opencodeinstruct-953e4d99f201,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,736,function,en
opencodeinstruct-3f63a245d75e,t15_unittest.sif,t15_unittest_impl,6,0,,unmeasured,extended,True,False,1056,function,en
opencodeinstruct-b1dea52da29d,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,573,function,en
opencodeinstruct-2023a747011c,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,627,function,en
opencodeinstruct-8614057601bd,t15_unittest.sif,t15_unittest_impl,8,0,,unmeasured,extended,True,False,526,function,en
opencodeinstruct-6eef43936ac5,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,700,function,en
opencodeinstruct-83de63ad0227,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,815,function,en
opencodeinstruct-7a75778ee1e3,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,643,function,en
opencodeinstruct-4aa5465e1ab8,t15_unittest.sif,t15_unittest_impl,8,0,,unmeasured,extended,True,False,1480,function,en
opencodeinstruct-bcd442e00a70,t15_unittest.sif,t15_unittest_impl,8,0,,unmeasured,extended,True,False,742,function,en
opencodeinstruct-c58ef7cc3aa6,t15_unittest.sif,t15_unittest_impl,8,0,,unmeasured,extended,True,False,1251,function,en
opencodeinstruct-64eea554669f,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,1329,function,en
opencodeinstruct-3ee487f6a760,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,1046,function,en
opencodeinstruct-ccf4a7a0852d,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,773,function,en
opencodeinstruct-83b6b1ba93f7,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,1401,function,en
opencodeinstruct-311908af69c3,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,1397,function,en
opencodeinstruct-3e6f218f7483,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,586,function,en
opencodeinstruct-ce5785e7fd8e,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,746,function,en
opencodeinstruct-03387f0200b9,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,1217,function,en
opencodeinstruct-e7fc77e934eb,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,710,function,en
opencodeinstruct-fff71bf4ac88,t15_unittest.sif,t15_unittest_impl,6,0,,unmeasured,extended,True,False,791,function,en
opencodeinstruct-1b50ebed168d,t15_unittest.sif,t15_unittest_impl,4,0,,unmeasured,extended,True,False,638,function,en
opencodeinstruct-d2a2a3fd00b9,t15_unittest.sif,t15_unittest_impl,8,0,,unmeasured,extended,True,False,720,function,en
opencodeinstruct-e953d4cf2d5f,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,961,function,en
opencodeinstruct-74e736f4b8b7,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,846,function,en
opencodeinstruct-428e79cff0e5,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,890,function,en
opencodeinstruct-6fd95e01e114,t15_unittest.sif,t15_unittest_impl,4,0,,unmeasured,extended,True,False,947,function,en
opencodeinstruct-37d0f5c542c8,t15_unittest.sif,t15_unittest_impl,6,0,,unmeasured,extended,True,False,627,function,en
opencodeinstruct-e322c1facc06,t15_unittest.sif,t15_unittest_impl,7,0,,unmeasured,extended,True,False,1143,function,en
opencodeinstruct-7abdc0fb3dc6,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,812,function,en
opencodeinstruct-eb66df9d6b33,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,724,function,en
opencodeinstruct-48c3efc1f485,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,642,function,en
opencodeinstruct-c112c9f3f862,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,1178,function,en
opencodeinstruct-ce266a86868a,t15_unittest.sif,t15_unittest_impl,8,0,,unmeasured,extended,True,False,892,function,en
opencodeinstruct-6e997afdd1e3,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,1124,function,en
opencodeinstruct-8a3a4f4aa583,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,1230,function,en
opencodeinstruct-2c2e281f9e74,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,841,function,en
opencodeinstruct-d9cb64394fd2,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,1020,function,en
opencodeinstruct-64f27cddf14d,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,664,function,en
opencodeinstruct-8e7bf15cde90,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,1991,function,en
opencodeinstruct-b68098c93cc0,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,850,function,en
opencodeinstruct-9677a8c97d9e,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,967,function,en
opencodeinstruct-84f32fc7853a,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,691,function,en
opencodeinstruct-ef21f074bd46,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,826,function,en
opencodeinstruct-5495f0e09927,t15_unittest.sif,t15_unittest_impl,8,0,,unmeasured,extended,True,False,839,function,en
opencodeinstruct-a7fac94b293f,t15_unittest.sif,t15_unittest_impl,6,0,,unmeasured,extended,True,False,882,function,en
opencodeinstruct-bb580d07cbb8,t15_unittest.sif,t15_unittest_impl,8,0,,unmeasured,extended,True,False,727,function,en
opencodeinstruct-7315e00072cb,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,509,function,en
opencodeinstruct-c353f15cc51c,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,945,function,en
opencodeinstruct-a8388c6bf659,t15_unittest.sif,t15_unittest_impl,5,0,,unmeasured,extended,True,False,1229,function,en
opencodeinstruct-dced1ddd5219,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,857,function,en
opencodeinstruct-e85f7167227e,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,700,function,en
opencodeinstruct-d1af16e8cb23,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,639,function,en
opencodeinstruct-54dc76c5be6b,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,587,function,en
opencodeinstruct-b5d983049825,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,460,function,en
opencodeinstruct-ebe88f7c6f05,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,744,function,en
opencodeinstruct-349895421a0d,t15_unittest.sif,t15_unittest_impl,8,0,,unmeasured,extended,True,False,752,function,en
opencodeinstruct-6703995dc20b,t15_unittest.sif,t15_unittest_impl,8,0,,unmeasured,extended,True,False,827,function,en
opencodeinstruct-81da3603560b,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,770,function,en
opencodeinstruct-7437ef1d5667,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,641,function,en
opencodeinstruct-d884bd79142c,t15_unittest.sif,t15_unittest_impl,6,0,,unmeasured,extended,True,False,950,function,en
opencodeinstruct-febc98c78c2d,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,918,function,en
opencodeinstruct-f88d65f4139e,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,1313,function,en
opencodeinstruct-1500fd1e76b1,t15_unittest.sif,t15_unittest_impl,8,0,,unmeasured,extended,True,False,584,function,en
opencodeinstruct-d3151b38a418,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,773,function,en
opencodeinstruct-e5a18cf8d41b,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,845,function,en
opencodeinstruct-7c0dc988a9d8,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,629,function,en
opencodeinstruct-e7c459d481e7,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,751,function,en
opencodeinstruct-ed8fbadb0a51,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,636,function,en
opencodeinstruct-9cd003e03770,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,571,function,en
opencodeinstruct-4ad027a3c4d5,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,786,function,en
opencodeinstruct-0a7cbe69f69a,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,1065,function,en
opencodeinstruct-a46991240a7a,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,1079,function,en
opencodeinstruct-0eca61384196,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,1107,function,en
opencodeinstruct-f6b4a5aab58c,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,819,function,en
opencodeinstruct-b8939a624a3d,t15_unittest.sif,t15_unittest_impl,8,0,,unmeasured,extended,True,False,579,function,en
opencodeinstruct-844d448944a3,t15_unittest.sif,t15_unittest_impl,7,0,,unmeasured,extended,True,False,641,function,en
opencodeinstruct-8918cdfecc07,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,607,function,en
kodcode-c5e5b570d1a5,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,651,pytest,en
kodcode-bfa89aa74519,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,550,pytest,en
opencodeinstruct-ffebb7052e3a,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,721,function,en
kodcode-e5ca162fe734,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,363,pytest,en
kodcode-695e52edd874,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,533,pytest,en
opencodeinstruct-4870077cfc8d,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,656,function,en
kodcode-ca6758a30a7f,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,624,pytest,en
kodcode-35412566ef40,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,650,pytest,en
kodcode-4aab237aaa05,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,484,pytest,en
kodcode-3a636d3cca0f,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,506,pytest,en
kodcode-66c204c0edb5,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,334,pytest,en
kodcode-83971eaf71cd,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,1055,pytest,en
kodcode-9e88ba33e821,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,477,pytest,en
kodcode-3b6881fb062e,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,564,pytest,en
kodcode-ff1f29bfc638,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,651,pytest,en
kodcode-7cb9e5768d13,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,493,pytest,en
kodcode-2470dab03ad4,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,901,pytest,en
kodcode-2790f266da56,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,568,pytest,en
kodcode-635eb35d8643,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,419,pytest,en
kodcode-bea898fd34ad,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,791,pytest,en
opencodeinstruct-04b1c850c80f,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,620,function,en
kodcode-e7bee8947e24,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,492,pytest,en
kodcode-d32f5b8e04ba,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,871,pytest,en
kodcode-d6e0b8613fc7,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,736,pytest,en
kodcode-0c049d3a54b2,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,458,pytest,en
opencodeinstruct-41f29408d948,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,976,function,en
kodcode-91de5517df71,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,520,pytest,en
kodcode-69cbd8d36c80,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,854,pytest,en
kodcode-2dd9af7f4af7,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,436,pytest,en
kodcode-cca740b8592a,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,373,pytest,en
kodcode-cbc532f34854,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,595,pytest,en
kodcode-c4dcfeef854b,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,740,pytest,en
kodcode-e61a5aa4ae67,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,757,pytest,en
kodcode-cd678f0ed8ad,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,601,pytest,en
kodcode-fda6e46c9f7c,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,575,pytest,en
kodcode-41458dfc84df,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,406,pytest,en
opencodeinstruct-94ef622b2fd6,t15_unittest.sif,t15_unittest_impl,6,0,,unmeasured,extended,True,False,1492,function,en
kodcode-af9f2fb0b45c,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,463,pytest,en
kodcode-808949a5b992,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,476,pytest,en
kodcode-d0857a6c024c,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,555,pytest,en
opencodeinstruct-00cb84a7ba0f,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,1144,function,en
opencodeinstruct-a45b31b77bd6,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,1448,function,en
kodcode-64106fe656e4,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,477,pytest,en
kodcode-120e18f38c6e,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,564,pytest,en
kodcode-5548a4826e5a,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,661,pytest,en
kodcode-bfa415cffc60,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,364,pytest,en
kodcode-c934b88fdb46,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,625,pytest,en
kodcode-95fa1e4eb29b,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,931,pytest,en
kodcode-5d69e0bc8872,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,496,pytest,en
kodcode-0426ed5d0841,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,661,pytest,en
kodcode-8088a68bdcaa,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,474,pytest,en
kodcode-dc57faa63a03,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,490,pytest,en
kodcode-f440ba5e947c,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,468,pytest,en
kodcode-fba1e5eaae15,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,445,pytest,en
kodcode-ac7c30d334c7,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,790,pytest,en
kodcode-b8b80d9721ca,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,456,pytest,en
kodcode-48228371e6bb,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,432,pytest,en
kodcode-0c75eeb472a6,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,448,pytest,en
kodcode-cf9f55cd4607,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,342,pytest,en
kodcode-46b4160897f5,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,630,pytest,en
kodcode-5ca87b3e2efc,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,655,pytest,en
kodcode-7a9ed85a471f,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,332,pytest,en
opencodeinstruct-89db395023c7,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,949,function,en
opencodeinstruct-1f779a1ab423,t15_unittest.sif,t15_unittest_impl,9,0,,unmeasured,extended,True,False,843,function,en
kodcode-16ac2851e511,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,646,pytest,en
kodcode-9e0ba6c61de3,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,513,pytest,en
kodcode-d5b103f6403d,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,282,pytest,en
kodcode-fb43148c0b6d,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,456,pytest,en
opencodeinstruct-6eae275fcb48,t15_unittest.sif,t15_unittest_impl,10,0,,unmeasured,extended,True,False,638,function,en
kodcode-a5f1013e6a3c,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,387,pytest,en
kodcode-a8bac1ca5079,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,576,pytest,en
kodcode-5225f2d7dfd0,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,404,pytest,en
kodcode-5be1afb30f9d,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,715,pytest,en
kodcode-c23c8b2df32d,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,864,pytest,en
kodcode-ec1c51c0929b,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,444,pytest,en
kodcode-916622c47d16,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,404,pytest,en
kodcode-c60d9ffd4481,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,535,pytest,en
kodcode-98c3d0661057,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,451,pytest,en
kodcode-8594d950b27a,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,1043,pytest,en
kodcode-9609ba658f28,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,414,pytest,en
kodcode-c6008d559870,t15_unittest.sif,t15_unittest_impl,1,0,,unmeasured,extended,True,False,349,pytest,en
