instance_id,repo_or_image,data_source,n_f2p,n_p2p,p_hat,difficulty_band,subset,has_gold_patch,has_buggy_files,prompt_len_chars,harness_kind,language
kodcode-a4685b4c242a,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,390,pytest,en
kodcode-6c47111df9bb,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,557,pytest,en
kodcode-f63ec9787f58,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,473,pytest,en
kodcode-f00e7ab70901,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,571,pytest,en
kodcode-ab4a335f71bd,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,483,pytest,en
kodcode-3cb47ada6f60,t15_unittest.sif,t15_unittest_impl,1,0,0.75,learnable,core,True,False,335,pytest,en
ko-native-68aeacd3f5d6,t15_unittest.sif,t15_unittest_impl,4,0,0.25,learnable,core,True,False,629,function,ko
opencodeinstruct-25e337c3fa43,t15_unittest.sif,t15_unittest_impl,10,0,0.75,learnable,core,True,False,624,function,en
opencodeinstruct-c59fd8ac68cf,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,1080,function,en
opencodeinstruct-def46b5af7ce,t15_unittest.sif,t15_unittest_impl,6,0,0.5,learnable,core,True,False,847,function,en
opencodeinstruct-73d2b08aef42,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,675,function,en
opencodeinstruct-50530194726b,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,903,function,en
opencodeinstruct-5fb23adb0c82,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,760,function,en
opencodeinstruct-db74b47d27b2,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,829,function,en
opencodeinstruct-7d564cec1b6a,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,1030,function,en
opencodeinstruct-1ad4ad319f06,t15_unittest.sif,t15_unittest_impl,5,0,0.5,learnable,core,True,False,646,function,en
opencodeinstruct-67b7ca8acff3,t15_unittest.sif,t15_unittest_impl,8,0,0.5,learnable,core,True,False,936,function,en
opencodeinstruct-4a10c450bbae,t15_unittest.sif,t15_unittest_impl,7,0,0.25,learnable,core,True,False,1623,function,en
opencodeinstruct-781febc17f53,t15_unittest.sif,t15_unittest_impl,9,0,0.5,learnable,core,True,False,566,function,en
opencodeinstruct-3499dc24d38f,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,935,function,en
opencodeinstruct-735af132dd11,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,862,function,en
opencodeinstruct-3991814682b7,t15_unittest.sif,t15_unittest_impl,9,0,0.5,learnable,core,True,False,890,function,en
opencodeinstruct-f7850340c3bc,t15_unittest.sif,t15_unittest_impl,9,0,0.25,learnable,core,True,False,656,function,en
opencodeinstruct-05eaf5a15680,t15_unittest.sif,t15_unittest_impl,5,0,0.5,learnable,core,True,False,961,function,en
opencodeinstruct-dc3fcf9ba638,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,707,function,en
opencodeinstruct-b61231e96864,t15_unittest.sif,t15_unittest_impl,9,0,0.75,learnable,core,True,False,714,function,en
opencodeinstruct-eb361b0c14fc,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,680,function,en
opencodeinstruct-c05e03f66b25,t15_unittest.sif,t15_unittest_impl,6,0,0.25,learnable,core,True,False,735,function,en
opencodeinstruct-59c7dd649ee9,t15_unittest.sif,t15_unittest_impl,9,0,0.5,learnable,core,True,False,645,function,en
opencodeinstruct-9be853a1d3b6,t15_unittest.sif,t15_unittest_impl,10,0,0.75,learnable,core,True,False,534,function,en
opencodeinstruct-3e0ddf5f3a64,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,815,function,en
opencodeinstruct-73cde2a09fc4,t15_unittest.sif,t15_unittest_impl,7,0,0.5,learnable,core,True,False,947,function,en
opencodeinstruct-60bc2ed64943,t15_unittest.sif,t15_unittest_impl,7,0,0.5,learnable,core,True,False,1141,function,en
kodcode-fe38dd3adef8,t15_unittest.sif,t15_unittest_impl,1,0,0.75,learnable,core,True,False,630,pytest,en
opencodeinstruct-1f40062c3bc9,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,749,function,en
kodcode-3ac6891f8b54,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,724,pytest,en
kodcode-7d0fc5db7088,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,423,pytest,en
kodcode-ce749d9c6576,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,484,pytest,en
kodcode-ad87b2e540ee,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,815,pytest,en
kodcode-ad3eb924c538,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,998,pytest,en
kodcode-31a4d3358754,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,525,pytest,en
kodcode-03e84e0918af,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,491,pytest,en
kodcode-87cc13e629a5,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,642,pytest,en
kodcode-0ad176dc2c3f,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,423,pytest,en
kodcode-bdfb74d8bcd6,t15_unittest.sif,t15_unittest_impl,1,0,0.75,learnable,core,True,False,388,pytest,en
opencodeinstruct-cd4232e9d484,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,693,function,en
kodcode-7c89e6651f7b,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,801,pytest,en
kodcode-58377695a22b,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,664,pytest,en
kodcode-77e01fffb574,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,579,pytest,en
kodcode-279410d29e58,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,715,pytest,en
opencodeinstruct-e5a578344b8c,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,1036,function,en
opencodeinstruct-cbd4c425c3dd,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,969,function,en
opencodeinstruct-1b6aabe30c2c,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,928,function,en
opencodeinstruct-1fa81a2d1f5c,t15_unittest.sif,t15_unittest_impl,6,0,0.5,learnable,core,True,False,731,function,en
opencodeinstruct-d416933d3cb1,t15_unittest.sif,t15_unittest_impl,7,0,0.5,learnable,core,True,False,785,function,en
opencodeinstruct-ef13dff86ef2,t15_unittest.sif,t15_unittest_impl,7,0,0.25,learnable,core,True,False,789,function,en
opencodeinstruct-6926dd06e9d9,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,660,function,en
opencodeinstruct-8436e3a329ec,t15_unittest.sif,t15_unittest_impl,9,0,0.25,learnable,core,True,False,808,function,en
opencodeinstruct-0b1a27c2cde0,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,468,function,en
opencodeinstruct-217c833e0733,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,942,function,en
opencodeinstruct-0def4afb1807,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,619,function,en
opencodeinstruct-31951d93b94b,t15_unittest.sif,t15_unittest_impl,8,0,0.25,learnable,core,True,False,1240,function,en
opencodeinstruct-b23cad90ec08,t15_unittest.sif,t15_unittest_impl,9,0,0.5,learnable,core,True,False,1010,function,en
opencodeinstruct-8d0aaef0350e,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,695,function,en
opencodeinstruct-6b411ce16aeb,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,847,function,en
opencodeinstruct-f219ba366e31,t15_unittest.sif,t15_unittest_impl,4,0,0.25,learnable,core,True,False,1033,function,en
opencodeinstruct-b3f977f49d0a,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,1127,function,en
opencodeinstruct-5ba7aa013fa4,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,748,function,en
opencodeinstruct-ba05407b74c5,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,623,function,en
opencodeinstruct-e1c15de03fd1,t15_unittest.sif,t15_unittest_impl,7,0,0.5,learnable,core,True,False,760,function,en
opencodeinstruct-a713542e886c,t15_unittest.sif,t15_unittest_impl,9,0,0.25,learnable,core,True,False,769,function,en
opencodeinstruct-9bd6bcee128d,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,546,function,en
opencodeinstruct-0d0e09bba9a9,t15_unittest.sif,t15_unittest_impl,9,0,0.5,learnable,core,True,False,467,function,en
opencodeinstruct-09e72df93032,t15_unittest.sif,t15_unittest_impl,8,0,0.75,learnable,core,True,False,761,function,en
opencodeinstruct-543b63a1f516,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,510,function,en
opencodeinstruct-28e5cecb0b8d,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,827,function,en
opencodeinstruct-02dee5323307,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,744,function,en
opencodeinstruct-2b7cb6634ce0,t15_unittest.sif,t15_unittest_impl,10,0,0.75,learnable,core,True,False,739,function,en
opencodeinstruct-804cbaf9d466,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,1130,function,en
opencodeinstruct-fbe6bfb9e6ba,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,839,function,en
kodcode-9a304688e673,t15_unittest.sif,t15_unittest_impl,1,0,0.75,learnable,core,True,False,491,pytest,en
kodcode-5851f2e61b78,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,642,pytest,en
kodcode-63b5a32454e5,t15_unittest.sif,t15_unittest_impl,1,0,0.75,learnable,core,True,False,655,pytest,en
kodcode-b55469781069,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,587,pytest,en
kodcode-c816f3ebdf3d,t15_unittest.sif,t15_unittest_impl,1,0,0.75,learnable,core,True,False,373,pytest,en
kodcode-e594bc0f5593,t15_unittest.sif,t15_unittest_impl,1,0,0.75,learnable,core,True,False,769,pytest,en
kodcode-53bd9239d890,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,502,pytest,en
opencodeinstruct-abf620fd7562,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,590,function,en
opencodeinstruct-33c92dd22133,t15_unittest.sif,t15_unittest_impl,6,0,0.25,learnable,core,True,False,1319,function,en
kodcode-ecf663961160,t15_unittest.sif,t15_unittest_impl,1,0,0.75,learnable,core,True,False,478,pytest,en
kodcode-8d0bced4d31b,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,400,pytest,en
kodcode-da782c7a8432,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,537,pytest,en
kodcode-0ad1390e387d,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,715,pytest,en
kodcode-1221754228f2,t15_unittest.sif,t15_unittest_impl,1,0,0.75,learnable,core,True,False,549,pytest,en
kodcode-5b0c4d1f9a59,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,481,pytest,en
opencodeinstruct-4eeeca1c6bfa,t15_unittest.sif,t15_unittest_impl,8,0,0.5,learnable,core,True,False,781,function,en
kodcode-e573d4245eab,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,578,pytest,en
opencodeinstruct-c6edf15e0a50,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,704,function,en
kodcode-2560a2423d15,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,399,pytest,en
kodcode-cfdd41511486,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,467,pytest,en
kodcode-13672d8f7279,t15_unittest.sif,t15_unittest_impl,1,0,0.75,learnable,core,True,False,487,pytest,en
kodcode-4a64f4f88384,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,729,pytest,en
kodcode-3be6e01733c0,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,645,pytest,en
kodcode-db45705c4226,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,365,pytest,en
opencodeinstruct-89c1a02fd3a5,t15_unittest.sif,t15_unittest_impl,8,0,0.5,learnable,core,True,False,817,function,en
ko-native-5aaa46e9696c,t15_unittest.sif,t15_unittest_impl,3,0,0.25,learnable,core,True,False,362,function,ko
ko-native-b75389b9c5ab,t15_unittest.sif,t15_unittest_impl,4,0,0.75,learnable,core,True,False,472,function,ko
opencodeinstruct-81f4f2aaf902,t15_unittest.sif,t15_unittest_impl,7,0,0.5,learnable,core,True,False,825,function,en
opencodeinstruct-e8fcf2092160,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,767,function,en
opencodeinstruct-42409531eea5,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,452,function,en
opencodeinstruct-df41d8905c9f,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,765,function,en
opencodeinstruct-a9414f88b7b0,t15_unittest.sif,t15_unittest_impl,9,0,0.25,learnable,core,True,False,627,function,en
opencodeinstruct-fa1f00f4a827,t15_unittest.sif,t15_unittest_impl,10,0,0.75,learnable,core,True,False,765,function,en
opencodeinstruct-101392a97ecd,t15_unittest.sif,t15_unittest_impl,9,0,0.5,learnable,core,True,False,1037,function,en
opencodeinstruct-78a00af2137e,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,678,function,en
opencodeinstruct-4630b64b6675,t15_unittest.sif,t15_unittest_impl,10,0,0.75,learnable,core,True,False,537,function,en
opencodeinstruct-c31d60187d5b,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,806,function,en
opencodeinstruct-1953528e9574,t15_unittest.sif,t15_unittest_impl,3,0,0.25,learnable,core,True,False,847,function,en
opencodeinstruct-4edb647fe5de,t15_unittest.sif,t15_unittest_impl,8,0,0.5,learnable,core,True,False,778,function,en
opencodeinstruct-ef9ed9ec3da0,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,551,function,en
opencodeinstruct-387466b7559e,t15_unittest.sif,t15_unittest_impl,9,0,0.25,learnable,core,True,False,677,function,en
opencodeinstruct-0bd42eddb0bb,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,634,function,en
opencodeinstruct-c7902dd2cfa7,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,1686,function,en
opencodeinstruct-b3f0996a84d2,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,568,function,en
opencodeinstruct-fb4fd53c62c6,t15_unittest.sif,t15_unittest_impl,9,0,0.25,learnable,core,True,False,871,function,en
opencodeinstruct-72385f9fe9f5,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,558,function,en
opencodeinstruct-f3e17f5090cd,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,563,function,en
opencodeinstruct-da30c117ac8e,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,666,function,en
opencodeinstruct-cc85e6011384,t15_unittest.sif,t15_unittest_impl,8,0,0.5,learnable,core,True,False,495,function,en
opencodeinstruct-a9a109e9c698,t15_unittest.sif,t15_unittest_impl,10,0,0.75,learnable,core,True,False,1038,function,en
opencodeinstruct-5691d1890952,t15_unittest.sif,t15_unittest_impl,10,0,0.75,learnable,core,True,False,580,function,en
opencodeinstruct-71d8039b755d,t15_unittest.sif,t15_unittest_impl,10,0,0.75,learnable,core,True,False,795,function,en
opencodeinstruct-b6e5cc21fdba,t15_unittest.sif,t15_unittest_impl,9,0,0.25,learnable,core,True,False,510,function,en
opencodeinstruct-4f1c1f189a73,t15_unittest.sif,t15_unittest_impl,9,0,0.5,learnable,core,True,False,742,function,en
opencodeinstruct-049c0afa846c,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,662,function,en
opencodeinstruct-c21a10206a6c,t15_unittest.sif,t15_unittest_impl,9,0,0.25,learnable,core,True,False,753,function,en
kodcode-ec0df1aa0f96,t15_unittest.sif,t15_unittest_impl,1,0,0.75,learnable,core,True,False,488,pytest,en
opencodeinstruct-85127870909f,t15_unittest.sif,t15_unittest_impl,10,0,0.25,learnable,core,True,False,440,function,en
kodcode-21281560aa09,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,421,pytest,en
kodcode-fd690b764712,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,447,pytest,en
kodcode-ab579a51af37,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,552,pytest,en
opencodeinstruct-9d2043b90d2b,t15_unittest.sif,t15_unittest_impl,10,0,0.5,learnable,core,True,False,493,function,en
kodcode-ac06b8f222e4,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,1137,pytest,en
kodcode-b6710404ac45,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,515,pytest,en
kodcode-8ab643d2b1c1,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,504,pytest,en
kodcode-706c4bcb7539,t15_unittest.sif,t15_unittest_impl,1,0,0.75,learnable,core,True,False,488,pytest,en
kodcode-59ac413aa30f,t15_unittest.sif,t15_unittest_impl,1,0,0.5,learnable,core,True,False,739,pytest,en
kodcode-8876a2f55bf1,t15_unittest.sif,t15_unittest_impl,1,0,0.75,learnable,core,True,False,1492,pytest,en
kodcode-690943c5b824,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,464,pytest,en
kodcode-256583b23b05,t15_unittest.sif,t15_unittest_impl,1,0,0.25,learnable,core,True,False,413,pytest,en
