instance_id,repo_or_image,data_source,n_f2p,n_p2p,p_hat,difficulty_band,subset,has_gold_patch,has_buggy_files,prompt_len_chars,harness_kind,language
r2e.aiohttp.c0e4490aa747,aiohttp,t15_repo_patch,38,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.90f058984a55,aiohttp,t15_repo_patch,43,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.ec714c820fd1,aiohttp,t15_repo_patch,109,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.922541b8f49e,aiohttp,t15_repo_patch,49,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.3c31b3837404,aiohttp,t15_repo_patch,32,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.50efb2a38941,aiohttp,t15_repo_patch,32,0,0.25,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.ffb66cb0d190,aiohttp,t15_repo_patch,62,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.d5bbb8019551,aiohttp,t15_repo_patch,9,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.5b5bbd688c63,aiohttp,t15_repo_patch,25,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.c7c52506c080,aiohttp,t15_repo_patch,35,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.950f72c18266,aiohttp,t15_repo_patch,221,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.b1091c35c381,aiohttp,t15_repo_patch,38,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.44d809f330aa,aiohttp,t15_repo_patch,154,0,0.4,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.42d30d52b774,aiohttp,t15_repo_patch,21,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.53476dfd4ef4,aiohttp,t15_repo_patch,134,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.a24d690a46f7,aiohttp,t15_repo_patch,57,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.1e7faf857c9c,aiohttp,t15_repo_patch,63,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.8a6c703415ad,aiohttp,t15_repo_patch,6,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.087aecba1dc9,aiohttp,t15_repo_patch,4,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.466f1ebbac1b,aiohttp,t15_repo_patch,32,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.2f7c45ebc0e2,aiohttp,t15_repo_patch,110,0,0.4,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.7fa8d945a452,aiohttp,t15_repo_patch,28,0,0.4,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.2ac5bbce5c7c,aiohttp,t15_repo_patch,11,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.980c0d0bd363,aiohttp,t15_repo_patch,40,0,0.4,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.b15c89558f1a,aiohttp,t15_repo_patch,57,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.216e082807d0,aiohttp,t15_repo_patch,19,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.fca116274b5e,aiohttp,t15_repo_patch,14,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.e8339e7687a6,aiohttp,t15_repo_patch,52,0,0.4,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.64f5fe2c23b9,aiohttp,t15_repo_patch,42,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.fb0d3db26c6a,aiohttp,t15_repo_patch,17,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.92ce18b0a7d6,aiohttp,t15_repo_patch,37,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.524bd1666333,aiohttp,t15_repo_patch,232,0,0.25,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.396e33526ceb,aiohttp,t15_repo_patch,39,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.f21c6f2ca512,aiohttp,t15_repo_patch,109,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.51ea69d4c863,aiohttp,t15_repo_patch,12,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.65fd80bc5783,aiohttp,t15_repo_patch,43,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.f7e4246114ce,aiohttp,t15_repo_patch,111,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.032fb571f2c7,aiohttp,t15_repo_patch,33,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.d904071c3073,aiohttp,t15_repo_patch,19,0,0.4,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.e238777c2a1e,aiohttp,t15_repo_patch,71,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.41968f892dfd,aiohttp,t15_repo_patch,53,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.52581e8af7ce,aiohttp,t15_repo_patch,32,0,0.25,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.b1bd55bde576,aiohttp,t15_repo_patch,9,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.e74a4a02893c,aiohttp,t15_repo_patch,128,0,0.25,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.b78cef374c1e,aiohttp,t15_repo_patch,144,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.f0d74880deec,aiohttp,t15_repo_patch,63,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.e15c602b08cc,aiohttp,t15_repo_patch,50,0,0.4,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.cdc6fbf6af51,aiohttp,t15_repo_patch,40,0,0.4,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.4284bed28ae2,aiohttp,t15_repo_patch,61,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.dde1446cb9fb,aiohttp,t15_repo_patch,32,0,0.4,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.5ddff951a40d,aiohttp,t15_repo_patch,27,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.fbc1d774246d,aiohttp,t15_repo_patch,65,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.d2fbdefd269d,aiohttp,t15_repo_patch,121,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.dd3fabd091bf,aiohttp,t15_repo_patch,11,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.1d761e172bcb,aiohttp,t15_repo_patch,155,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.ea316336f0b2,aiohttp,t15_repo_patch,141,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.eb54e6c010f5,aiohttp,t15_repo_patch,19,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.f53cc26904fa,aiohttp,t15_repo_patch,66,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.7eecdff163cc,aiohttp,t15_repo_patch,108,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.a2aa20dacbeb,aiohttp,t15_repo_patch,63,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.aaa889312e9b,aiohttp,t15_repo_patch,18,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.d2286ff6f0eb,aiohttp,t15_repo_patch,37,0,0.4,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.fe6325e7bc23,aiohttp,t15_repo_patch,33,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.f4b5552c49a4,aiohttp,t15_repo_patch,46,0,0.25,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.04de88853481,aiohttp,t15_repo_patch,26,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.e56a4fd45b81,aiohttp,t15_repo_patch,56,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.944e0f69daf9,aiohttp,t15_repo_patch,15,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.0813710e44b9,aiohttp,t15_repo_patch,18,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.6198a56e67a6,aiohttp,t15_repo_patch,138,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.ea47a46f5f90,aiohttp,t15_repo_patch,32,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.4c57a9c2bc05,aiohttp,t15_repo_patch,31,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.fc11fd22ce4b,aiohttp,t15_repo_patch,18,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.4da27cefdf5e,aiohttp,t15_repo_patch,61,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.8d62de0b8726,aiohttp,t15_repo_patch,15,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.a076bea68949,aiohttp,t15_repo_patch,32,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.e36c5f0ffeee,aiohttp,t15_repo_patch,53,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.74d9355b6cf9,aiohttp,t15_repo_patch,40,0,0.4,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.e5106ef238ae,aiohttp,t15_repo_patch,6,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.8a44398aca58,aiohttp,t15_repo_patch,43,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.42fd75081a75,aiohttp,t15_repo_patch,21,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.ba9b33e63a18,aiohttp,t15_repo_patch,21,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.74705a48f242,aiohttp,t15_repo_patch,42,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.fecb85a9291d,aiohttp,t15_repo_patch,222,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.750a09537324,aiohttp,t15_repo_patch,30,0,0.6,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.c3789965cdf0,aiohttp,t15_repo_patch,31,0,0.4,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.4b6ff686b6d0,aiohttp,t15_repo_patch,63,0,0.75,learnable,core,True,True,,r2e_gym,
r2e.aiohttp.c776b5a2522f,aiohttp,t15_repo_patch,4,0,0.75,learnable,core,True,True,,r2e_gym,
